City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Molinella,IT,44.6213,11.6686,63.01,95,99,2.91,overcast clouds
702,Santiago Do Cacem,PT,38.0169,-8.6948,61.03,93,100,4.45,overcast clouds
703,Tocopilla,CL,-22.092,-70.1979,62.78,71,23,5.32,few clouds
704,Rio Grande,BR,-32.035,-52.0986,60.94,93,0,8.19,clear sky
705,Shieli,KZ,44.1667,66.75,58.12,64,100,18.28,overcast clouds
706,Zhigansk,RU,66.7697,123.3711,36.27,74,87,22.84,overcast clouds
707,Sept-Iles,CA,50.2001,-66.3821,56.25,97,90,14.0,mist
708,Manggar,ID,-2.8833,108.2667,84.15,69,82,7.67,broken clouds
709,The Pas,CA,53.8251,-101.2541,57.22,67,90,8.05,overcast clouds
710,Ifakara,TZ,-8.1333,36.6833,69.64,69,57,3.91,broken clouds
711,Bara,NG,10.3744,10.7288,72.59,87,98,7.18,overcast clouds
712,Vanavara,RU,60.34,102.2797,32.67,93,100,12.24,light snow
713,Kachug,RU,53.9606,105.8817,37.0,53,42,1.95,scattered clouds
714,Carutapera,BR,-1.195,-46.02,78.39,81,52,8.34,broken clouds
715,Coolum Beach,AU,-26.5333,153.1,70.11,65,93,13.38,overcast clouds
716,Kjollefjord,NO,70.9457,27.3465,49.17,87,100,15.1,overcast clouds
717,Quatre Cocos,MU,-20.2078,57.7625,68.11,82,61,21.16,light rain
